id,name,category,value,memo
91006,name_91006,B,360,memo_91006
91007,name_91007,B,168,memo_91007
91008,name_91008,B,206,memo_91008
91009,name_91009,B,571,memo_91009
91010,name_91010,B,716,"this is memo, with comma 91010"
91011,name_91011,C,317,memo_91011
91012,name_91012,A,225,memo_91012
91013,name_91013,B,336,memo_91013
91014,name_91014,B,486,memo_91014
91015,name_91015,A,209,memo_91015
91016,name_91016,A,877,memo_91016
91017,name_91017,A,658,memo_91017
91018,name_91018,A,41,memo_91018
91019,name_91019,A,4,memo_91019
91020,name_91020,B,905,"this is memo, with comma 91020"
91021,name_91021,C,477,memo_91021
91022,name_91022,B,697,memo_91022
91023,name_91023,B,71,memo_91023
91024,name_91024,B,714,memo_91024
91025,name_91025,A,320,memo_91025
91026,name_91026,A,943,memo_91026
91027,name_91027,B,448,memo_91027
91028,name_91028,C,838,memo_91028
91029,name_91029,B,920,memo_91029
91030,name_91030,A,747,"this is memo, with comma 91030"
91031,name_91031,C,819,memo_91031
91032,name_91032,C,199,memo_91032
91033,name_91033,B,498,memo_91033
91034,name_91034,B,818,memo_91034
91035,name_91035,C,903,memo_91035
91036,name_91036,C,862,memo_91036
91037,name_91037,B,96,memo_91037
91038,name_91038,B,746,memo_91038
91039,name_91039,C,425,memo_91039
91040,name_91040,A,417,"this is memo, with comma 91040"
91041,name_91041,B,895,memo_91041
91042,name_91042,B,199,memo_91042
91043,name_91043,A,908,memo_91043
91044,name_91044,B,573,memo_91044
91045,name_91045,B,567,memo_91045
91046,name_91046,A,352,memo_91046
91047,name_91047,A,315,memo_91047
91048,name_91048,C,296,memo_91048
91049,name_91049,C,102,memo_91049
91050,name_91050,C,253,"this is memo, with comma 91050"
91051,name_91051,B,231,memo_91051
91052,name_91052,A,370,memo_91052
91053,name_91053,B,977,memo_91053
91054,name_91054,B,417,memo_91054
91055,name_91055,B,806,memo_91055
91056,name_91056,C,952,memo_91056
91057,name_91057,A,402,memo_91057
91058,name_91058,C,81,memo_91058
91059,name_91059,A,351,memo_91059
91060,name_91060,B,955,"this is memo, with comma 91060"
91061,name_91061,A,326,memo_91061
91062,name_91062,A,347,memo_91062
91063,name_91063,B,932,memo_91063
91064,name_91064,C,165,memo_91064
91065,name_91065,B,141,memo_91065
91066,name_91066,C,400,memo_91066
91067,name_91067,C,325,memo_91067
91068,name_91068,B,399,memo_91068
91069,name_91069,A,681,memo_91069
91070,name_91070,A,937,"this is memo, with comma 91070"
91071,name_91071,A,411,memo_91071
91072,name_91072,A,221,memo_91072
91073,name_91073,B,588,memo_91073
91074,name_91074,C,500,memo_91074
91075,name_91075,A,739,memo_91075
91076,name_91076,C,487,memo_91076
91077,name_91077,A,531,memo_91077
91078,name_91078,A,905,memo_91078
91079,name_91079,A,876,memo_91079
91080,name_91080,C,308,"this is memo, with comma 91080"
91081,name_91081,B,330,memo_91081
91082,name_91082,C,473,memo_91082
91083,name_91083,B,92,memo_91083
91084,name_91084,B,717,memo_91084
91085,name_91085,B,112,memo_91085
91086,name_91086,A,483,memo_91086
91087,name_91087,A,644,memo_91087
91088,name_91088,C,924,memo_91088
91089,name_91089,C,503,memo_91089
91090,name_91090,B,969,"this is memo, with comma 91090"
91091,name_91091,C,575,memo_91091
91092,name_91092,A,13,memo_91092
91093,name_91093,A,52,memo_91093
91094,name_91094,A,249,memo_91094
91095,name_91095,B,519,memo_91095
91096,name_91096,B,866,memo_91096
91097,name_91097,A,72,memo_91097
91098,name_91098,C,925,memo_91098
91099,name_91099,C,270,memo_91099
91100,name_91100,A,612,"this is memo, with comma 91100"
91101,name_91101,C,761,memo_91101
91102,name_91102,B,997,memo_91102
91103,name_91103,B,293,memo_91103
91104,name_91104,A,703,memo_91104
91105,name_91105,C,629,memo_91105
91106,name_91106,B,690,memo_91106
91107,name_91107,B,954,memo_91107
91108,name_91108,A,174,memo_91108
91109,name_91109,C,464,memo_91109
91110,name_91110,C,70,"this is memo, with comma 91110"
91111,name_91111,B,409,memo_91111
91112,name_91112,B,857,memo_91112
91113,name_91113,C,217,memo_91113
91114,name_91114,C,303,memo_91114
91115,name_91115,C,665,memo_91115
91116,name_91116,B,956,memo_91116
91117,name_91117,B,503,memo_91117
91118,name_91118,C,259,memo_91118
91119,name_91119,B,1,memo_91119
91120,name_91120,A,130,"this is memo, with comma 91120"
91121,name_91121,C,918,memo_91121
91122,name_91122,A,100,memo_91122
91123,name_91123,A,375,memo_91123
91124,name_91124,B,698,memo_91124
91125,name_91125,A,107,memo_91125
91126,name_91126,A,184,memo_91126
91127,name_91127,A,221,memo_91127
91128,name_91128,A,668,memo_91128
91129,name_91129,C,979,memo_91129
91130,name_91130,A,712,"this is memo, with comma 91130"
91131,name_91131,B,117,memo_91131
91132,name_91132,B,303,memo_91132
91133,name_91133,A,876,memo_91133
91134,name_91134,C,606,memo_91134
91135,name_91135,B,988,memo_91135
91136,name_91136,A,577,memo_91136
91137,name_91137,C,147,memo_91137
91138,name_91138,B,736,memo_91138
91139,name_91139,B,750,memo_91139
91140,name_91140,C,774,"this is memo, with comma 91140"
91141,name_91141,A,379,memo_91141
91142,name_91142,A,10,memo_91142
91143,name_91143,C,647,memo_91143
91144,name_91144,A,863,memo_91144
91145,name_91145,B,837,memo_91145
91146,name_91146,A,604,memo_91146
91147,name_91147,A,212,memo_91147
91148,name_91148,A,377,memo_91148
91149,name_91149,C,468,memo_91149
91150,name_91150,C,347,"this is memo, with comma 91150"
91151,name_91151,B,94,memo_91151
91152,name_91152,A,963,memo_91152
91153,name_91153,A,576,memo_91153
91154,name_91154,A,770,memo_91154
91155,name_91155,C,243,memo_91155
91156,name_91156,A,803,memo_91156
91157,name_91157,A,459,memo_91157
91158,name_91158,A,774,memo_91158
91159,name_91159,B,594,memo_91159
91160,name_91160,B,629,"this is memo, with comma 91160"
91161,name_91161,C,229,memo_91161
91162,name_91162,A,163,memo_91162
91163,name_91163,A,713,memo_91163
91164,name_91164,B,556,memo_91164
91165,name_91165,C,120,memo_91165
91166,name_91166,C,695,memo_91166
91167,name_91167,A,496,memo_91167
91168,name_91168,A,610,memo_91168
91169,name_91169,B,569,memo_91169
91170,name_91170,C,41,"this is memo, with comma 91170"
91171,name_91171,B,41,memo_91171
91172,name_91172,A,384,memo_91172
91173,name_91173,B,962,memo_91173
91174,name_91174,B,700,memo_91174
91175,name_91175,A,633,memo_91175
91176,name_91176,B,426,memo_91176
91177,name_91177,C,187,memo_91177
91178,name_91178,A,850,memo_91178
91179,name_91179,C,128,memo_91179
91180,name_91180,B,810,"this is memo, with comma 91180"
91181,name_91181,A,744,memo_91181
91182,name_91182,A,424,memo_91182
91183,name_91183,A,502,memo_91183
91184,name_91184,B,653,memo_91184
91185,name_91185,A,638,memo_91185
91186,name_91186,B,627,memo_91186
91187,name_91187,C,993,memo_91187
91188,name_91188,B,133,memo_91188
91189,name_91189,A,252,memo_91189
91190,name_91190,A,439,"this is memo, with comma 91190"
91191,name_91191,B,332,memo_91191
91192,name_91192,C,719,memo_91192
91193,name_91193,A,806,memo_91193
91194,name_91194,B,127,memo_91194
91195,name_91195,A,900,memo_91195
91196,name_91196,A,833,memo_91196
91197,name_91197,B,467,memo_91197
91198,name_91198,B,45,memo_91198
91199,name_91199,B,531,memo_91199
91200,name_91200,A,48,"this is memo, with comma 91200"
91201,name_91201,B,519,memo_91201
91202,name_91202,A,553,memo_91202
91203,name_91203,C,5,memo_91203
91204,name_91204,C,682,memo_91204
91205,name_91205,A,4,memo_91205
91206,name_91206,B,838,memo_91206
91207,name_91207,A,706,memo_91207
91208,name_91208,B,523,memo_91208
91209,name_91209,C,442,memo_91209
91210,name_91210,C,269,"this is memo, with comma 91210"
91211,name_91211,A,41,memo_91211
91212,name_91212,C,466,memo_91212
91213,name_91213,A,919,memo_91213
91214,name_91214,A,29,memo_91214
91215,name_91215,A,304,memo_91215
91216,name_91216,A,645,memo_91216
91217,name_91217,A,885,memo_91217
91218,name_91218,A,155,memo_91218
91219,name_91219,A,461,memo_91219
91220,name_91220,C,595,"this is memo, with comma 91220"
91221,name_91221,B,417,memo_91221
91222,name_91222,C,760,memo_91222
91223,name_91223,A,410,memo_91223
91224,name_91224,C,107,memo_91224
91225,name_91225,C,295,memo_91225
91226,name_91226,B,42,memo_91226
91227,name_91227,A,228,memo_91227
91228,name_91228,B,690,memo_91228
91229,name_91229,B,195,memo_91229
91230,name_91230,A,39,"this is memo, with comma 91230"
91231,name_91231,C,64,memo_91231
91232,name_91232,B,648,memo_91232
91233,name_91233,B,984,memo_91233
91234,name_91234,A,278,memo_91234
91235,name_91235,B,63,memo_91235
91236,name_91236,A,520,memo_91236
91237,name_91237,B,464,memo_91237
91238,name_91238,A,470,memo_91238
91239,name_91239,A,841,memo_91239
91240,name_91240,C,10,"this is memo, with comma 91240"
91241,name_91241,A,671,memo_91241
91242,name_91242,C,787,memo_91242
91243,name_91243,C,902,memo_91243
91244,name_91244,C,639,memo_91244
91245,name_91245,A,55,memo_91245
91246,name_91246,A,977,memo_91246
91247,name_91247,A,284,memo_91247
91248,name_91248,B,463,memo_91248
91249,name_91249,A,876,memo_91249
91250,name_91250,C,717,"this is memo, with comma 91250"
91251,name_91251,C,794,memo_91251
91252,name_91252,C,899,memo_91252
91253,name_91253,B,386,memo_91253
91254,name_91254,A,388,memo_91254
91255,name_91255,B,790,memo_91255
91256,name_91256,C,887,memo_91256
91257,name_91257,B,611,memo_91257
91258,name_91258,A,190,memo_91258
91259,name_91259,B,752,memo_91259
91260,name_91260,C,153,"this is memo, with comma 91260"
91261,name_91261,C,244,memo_91261
91262,name_91262,B,514,memo_91262
91263,name_91263,C,538,memo_91263
91264,name_91264,A,494,memo_91264
91265,name_91265,C,19,memo_91265
91266,name_91266,B,798,memo_91266
91267,name_91267,B,358,memo_91267
91268,name_91268,C,883,memo_91268
91269,name_91269,C,739,memo_91269
91270,name_91270,A,287,"this is memo, with comma 91270"
91271,name_91271,C,477,memo_91271
91272,name_91272,A,894,memo_91272
91273,name_91273,C,126,memo_91273
91274,name_91274,A,687,memo_91274
91275,name_91275,A,531,memo_91275
91276,name_91276,A,119,memo_91276
91277,name_91277,B,885,memo_91277
91278,name_91278,A,320,memo_91278
91279,name_91279,B,436,memo_91279
91280,name_91280,B,336,"this is memo, with comma 91280"
91281,name_91281,A,918,memo_91281
91282,name_91282,B,415,memo_91282
91283,name_91283,B,241,memo_91283
91284,name_91284,B,409,memo_91284
91285,name_91285,B,799,memo_91285
91286,name_91286,C,581,memo_91286
91287,name_91287,C,995,memo_91287
91288,name_91288,C,619,memo_91288
91289,name_91289,A,707,memo_91289
91290,name_91290,C,655,"this is memo, with comma 91290"
91291,name_91291,B,824,memo_91291
91292,name_91292,C,757,memo_91292
91293,name_91293,A,527,memo_91293
91294,name_91294,C,124,memo_91294
91295,name_91295,B,328,memo_91295
91296,name_91296,B,435,memo_91296
91297,name_91297,A,430,memo_91297
91298,name_91298,B,616,memo_91298
91299,name_91299,B,113,memo_91299
91300,name_91300,B,457,"this is memo, with comma 91300"
91301,name_91301,B,818,memo_91301
91302,name_91302,A,5,memo_91302
91303,name_91303,C,511,memo_91303
91304,name_91304,A,478,memo_91304
91305,name_91305,C,403,memo_91305
91306,name_91306,A,787,memo_91306
91307,name_91307,B,128,memo_91307
91308,name_91308,C,65,memo_91308
91309,name_91309,C,526,memo_91309
91310,name_91310,A,573,"this is memo, with comma 91310"
91311,name_91311,B,595,memo_91311
91312,name_91312,A,59,memo_91312
91313,name_91313,C,342,memo_91313
91314,name_91314,A,1,memo_91314
91315,name_91315,A,219,memo_91315
91316,name_91316,A,56,memo_91316
91317,name_91317,A,647,memo_91317
91318,name_91318,B,916,memo_91318
91319,name_91319,A,788,memo_91319
91320,name_91320,B,707,"this is memo, with comma 91320"
91321,name_91321,A,319,memo_91321
91322,name_91322,B,620,memo_91322
91323,name_91323,A,832,memo_91323
91324,name_91324,C,968,memo_91324
91325,name_91325,B,230,memo_91325
91326,name_91326,C,823,memo_91326
91327,name_91327,C,420,memo_91327
91328,name_91328,A,581,memo_91328
91329,name_91329,B,274,memo_91329
91330,name_91330,B,920,"this is memo, with comma 91330"
91331,name_91331,A,205,memo_91331
91332,name_91332,C,305,memo_91332
91333,name_91333,B,60,memo_91333
91334,name_91334,A,399,memo_91334
91335,name_91335,B,865,memo_91335
91336,name_91336,A,216,memo_91336
91337,name_91337,A,445,memo_91337
91338,name_91338,C,740,memo_91338
91339,name_91339,C,934,memo_91339
91340,name_91340,B,336,"this is memo, with comma 91340"
91341,name_91341,B,158,memo_91341
91342,name_91342,B,677,memo_91342
91343,name_91343,B,362,memo_91343
91344,name_91344,B,573,memo_91344
91345,name_91345,B,423,memo_91345
91346,name_91346,C,39,memo_91346
91347,name_91347,C,970,memo_91347
91348,name_91348,B,537,memo_91348
91349,name_91349,C,88,memo_91349
91350,name_91350,C,863,"this is memo, with comma 91350"
91351,name_91351,A,286,memo_91351
91352,name_91352,A,96,memo_91352
91353,name_91353,C,199,memo_91353
91354,name_91354,A,224,memo_91354
91355,name_91355,A,713,memo_91355
91356,name_91356,A,931,memo_91356
91357,name_91357,C,937,memo_91357
91358,name_91358,A,89,memo_91358
91359,name_91359,B,8,memo_91359
91360,name_91360,C,119,"this is memo, with comma 91360"
91361,name_91361,A,171,memo_91361
91362,name_91362,C,821,memo_91362
91363,name_91363,B,100,memo_91363
91364,name_91364,B,13,memo_91364
91365,name_91365,A,293,memo_91365
91366,name_91366,B,148,memo_91366
91367,name_91367,C,680,memo_91367
91368,name_91368,A,536,memo_91368
91369,name_91369,A,52,memo_91369
91370,name_91370,C,935,"this is memo, with comma 91370"
91371,name_91371,C,188,memo_91371
91372,name_91372,A,468,memo_91372
91373,name_91373,A,668,memo_91373
91374,name_91374,A,257,memo_91374
91375,name_91375,C,340,memo_91375
91376,name_91376,B,716,memo_91376
91377,name_91377,C,72,memo_91377
91378,name_91378,B,142,memo_91378
91379,name_91379,C,793,memo_91379
91380,name_91380,A,860,"this is memo, with comma 91380"
91381,name_91381,B,46,memo_91381
91382,name_91382,A,35,memo_91382
91383,name_91383,A,30,memo_91383
91384,name_91384,B,962,memo_91384
91385,name_91385,C,325,memo_91385
91386,name_91386,B,31,memo_91386
91387,name_91387,B,821,memo_91387
91388,name_91388,C,913,memo_91388
91389,name_91389,B,25,memo_91389
91390,name_91390,C,153,"this is memo, with comma 91390"
91391,name_91391,C,611,memo_91391
91392,name_91392,C,198,memo_91392
91393,name_91393,B,149,memo_91393
91394,name_91394,B,935,memo_91394
91395,name_91395,A,981,memo_91395
91396,name_91396,A,504,memo_91396
91397,name_91397,B,243,memo_91397
91398,name_91398,B,734,memo_91398
91399,name_91399,A,839,memo_91399
91400,name_91400,C,592,"this is memo, with comma 91400"
91401,name_91401,C,795,memo_91401
91402,name_91402,B,79,memo_91402
91403,name_91403,B,599,memo_91403
91404,name_91404,C,89,memo_91404
91405,name_91405,B,581,memo_91405
91406,name_91406,B,129,memo_91406
91407,name_91407,A,231,memo_91407
91408,name_91408,A,939,memo_91408
91409,name_91409,C,714,memo_91409
91410,name_91410,B,417,"this is memo, with comma 91410"
91411,name_91411,A,822,memo_91411
91412,name_91412,C,638,memo_91412
91413,name_91413,C,723,memo_91413
91414,name_91414,A,561,memo_91414
91415,name_91415,A,792,memo_91415
91416,name_91416,C,431,memo_91416
91417,name_91417,B,885,memo_91417
91418,name_91418,C,185,memo_91418
91419,name_91419,B,204,memo_91419
91420,name_91420,B,281,"this is memo, with comma 91420"
91421,name_91421,B,838,memo_91421
91422,name_91422,B,957,memo_91422
91423,name_91423,B,85,memo_91423
91424,name_91424,C,722,memo_91424
91425,name_91425,B,980,memo_91425
91426,name_91426,B,237,memo_91426
91427,name_91427,B,230,memo_91427
91428,name_91428,A,760,memo_91428
91429,name_91429,B,532,memo_91429
91430,name_91430,C,769,"this is memo, with comma 91430"
91431,name_91431,A,506,memo_91431
91432,name_91432,C,459,memo_91432
91433,name_91433,B,629,memo_91433
91434,name_91434,A,925,memo_91434
91435,name_91435,A,975,memo_91435
91436,name_91436,C,379,memo_91436
91437,name_91437,B,359,memo_91437
91438,name_91438,C,774,memo_91438
91439,name_91439,A,411,memo_91439
91440,name_91440,C,988,"this is memo, with comma 91440"
91441,name_91441,A,530,memo_91441
91442,name_91442,C,747,memo_91442
91443,name_91443,B,52,memo_91443
91444,name_91444,A,79,memo_91444
91445,name_91445,A,197,memo_91445
91446,name_91446,A,710,memo_91446
91447,name_91447,B,552,memo_91447
91448,name_91448,A,97,memo_91448
91449,name_91449,C,12,memo_91449
91450,name_91450,C,911,"this is memo, with comma 91450"
91451,name_91451,C,658,memo_91451
91452,name_91452,B,60,memo_91452
91453,name_91453,B,528,memo_91453
91454,name_91454,B,980,memo_91454
91455,name_91455,B,799,memo_91455
91456,name_91456,A,389,memo_91456
91457,name_91457,B,179,memo_91457
91458,name_91458,A,765,memo_91458
91459,name_91459,A,612,memo_91459
91460,name_91460,A,96,"this is memo, with comma 91460"
91461,name_91461,B,660,memo_91461
91462,name_91462,A,500,memo_91462
91463,name_91463,C,515,memo_91463
91464,name_91464,C,648,memo_91464
91465,name_91465,C,72,memo_91465
91466,name_91466,A,135,memo_91466
91467,name_91467,B,939,memo_91467
91468,name_91468,B,491,memo_91468
91469,name_91469,B,257,memo_91469
91470,name_91470,A,769,"this is memo, with comma 91470"
91471,name_91471,C,168,memo_91471
91472,name_91472,A,28,memo_91472
91473,name_91473,A,549,memo_91473
91474,name_91474,A,298,memo_91474
91475,name_91475,B,335,memo_91475
91476,name_91476,C,288,memo_91476
91477,name_91477,C,36,memo_91477
91478,name_91478,A,737,memo_91478
91479,name_91479,C,804,memo_91479
91480,name_91480,C,515,"this is memo, with comma 91480"
91481,name_91481,C,563,memo_91481
91482,name_91482,A,213,memo_91482
91483,name_91483,B,815,memo_91483
91484,name_91484,B,756,memo_91484
91485,name_91485,A,285,memo_91485
91486,name_91486,A,804,memo_91486
91487,name_91487,B,49,memo_91487
91488,name_91488,B,108,memo_91488
91489,name_91489,B,545,memo_91489
91490,name_91490,A,876,"this is memo, with comma 91490"
91491,name_91491,C,869,memo_91491
91492,name_91492,B,53,memo_91492
91493,name_91493,B,165,memo_91493
91494,name_91494,A,204,memo_91494
91495,name_91495,A,793,memo_91495
91496,name_91496,C,419,memo_91496
91497,name_91497,A,559,memo_91497
91498,name_91498,A,675,memo_91498
91499,name_91499,C,825,memo_91499
91500,name_91500,C,97,"this is memo, with comma 91500"
91501,name_91501,C,25,memo_91501
91502,name_91502,A,146,memo_91502
91503,name_91503,B,900,memo_91503
91504,name_91504,A,225,memo_91504
91505,name_91505,B,39,memo_91505
91506,name_91506,C,991,memo_91506
91507,name_91507,A,888,memo_91507
91508,name_91508,A,668,memo_91508
91509,name_91509,A,187,memo_91509
91510,name_91510,C,232,"this is memo, with comma 91510"
91511,name_91511,A,124,memo_91511
91512,name_91512,C,325,memo_91512
91513,name_91513,B,520,memo_91513
91514,name_91514,B,37,memo_91514
91515,name_91515,B,588,memo_91515
91516,name_91516,C,421,memo_91516
91517,name_91517,B,73,memo_91517
91518,name_91518,A,312,memo_91518
91519,name_91519,C,558,memo_91519
91520,name_91520,A,546,"this is memo, with comma 91520"
91521,name_91521,A,764,memo_91521
91522,name_91522,A,823,memo_91522
91523,name_91523,B,217,memo_91523
91524,name_91524,C,429,memo_91524
91525,name_91525,B,506,memo_91525
91526,name_91526,C,28,memo_91526
91527,name_91527,B,410,memo_91527
91528,name_91528,B,315,memo_91528
91529,name_91529,C,981,memo_91529
91530,name_91530,C,324,"this is memo, with comma 91530"
91531,name_91531,A,834,memo_91531
91532,name_91532,A,618,memo_91532
91533,name_91533,A,549,memo_91533
91534,name_91534,C,714,memo_91534
91535,name_91535,A,147,memo_91535
91536,name_91536,B,44,memo_91536
91537,name_91537,A,894,memo_91537
91538,name_91538,B,285,memo_91538
91539,name_91539,B,754,memo_91539
91540,name_91540,B,903,"this is memo, with comma 91540"
91541,name_91541,A,553,memo_91541
91542,name_91542,C,21,memo_91542
91543,name_91543,C,377,memo_91543
91544,name_91544,A,691,memo_91544
91545,name_91545,B,802,memo_91545
91546,name_91546,B,555,memo_91546
91547,name_91547,C,54,memo_91547
91548,name_91548,B,285,memo_91548
91549,name_91549,A,132,memo_91549
91550,name_91550,B,16,"this is memo, with comma 91550"
91551,name_91551,B,316,memo_91551
91552,name_91552,C,950,memo_91552
91553,name_91553,A,270,memo_91553
91554,name_91554,A,416,memo_91554
91555,name_91555,A,768,memo_91555
91556,name_91556,B,68,memo_91556
91557,name_91557,B,917,memo_91557
91558,name_91558,A,253,memo_91558
91559,name_91559,C,640,memo_91559
91560,name_91560,B,282,"this is memo, with comma 91560"
91561,name_91561,A,374,memo_91561
91562,name_91562,A,997,memo_91562
91563,name_91563,A,297,memo_91563
91564,name_91564,B,751,memo_91564
91565,name_91565,A,580,memo_91565
91566,name_91566,C,840,memo_91566
91567,name_91567,B,857,memo_91567
91568,name_91568,C,977,memo_91568
91569,name_91569,A,498,memo_91569
91570,name_91570,A,512,"this is memo, with comma 91570"
91571,name_91571,A,545,memo_91571
91572,name_91572,B,975,memo_91572
91573,name_91573,A,749,memo_91573
91574,name_91574,B,791,memo_91574
91575,name_91575,C,587,memo_91575
91576,name_91576,C,181,memo_91576
91577,name_91577,C,103,memo_91577
91578,name_91578,C,215,memo_91578
91579,name_91579,C,691,memo_91579
91580,name_91580,B,103,"this is memo, with comma 91580"
91581,name_91581,C,315,memo_91581
91582,name_91582,A,305,memo_91582
91583,name_91583,C,166,memo_91583
91584,name_91584,C,448,memo_91584
91585,name_91585,C,413,memo_91585
91586,name_91586,A,588,memo_91586
91587,name_91587,C,926,memo_91587
91588,name_91588,B,639,memo_91588
91589,name_91589,A,834,memo_91589
91590,name_91590,C,660,"this is memo, with comma 91590"
91591,name_91591,A,595,memo_91591
91592,name_91592,B,727,memo_91592
91593,name_91593,B,272,memo_91593
91594,name_91594,B,514,memo_91594
91595,name_91595,C,966,memo_91595
91596,name_91596,B,937,memo_91596
91597,name_91597,C,495,memo_91597
91598,name_91598,C,315,memo_91598
91599,name_91599,A,291,memo_91599
91600,name_91600,C,43,"this is memo, with comma 91600"
91601,name_91601,B,42,memo_91601
91602,name_91602,B,541,memo_91602
91603,name_91603,B,724,memo_91603
91604,name_91604,B,325,memo_91604
91605,name_91605,C,201,memo_91605
91606,name_91606,A,667,memo_91606
91607,name_91607,A,348,memo_91607
91608,name_91608,B,767,memo_91608
91609,name_91609,A,507,memo_91609
91610,name_91610,B,196,"this is memo, with comma 91610"
91611,name_91611,B,89,memo_91611
91612,name_91612,A,386,memo_91612
91613,name_91613,A,368,memo_91613
91614,name_91614,B,235,memo_91614
91615,name_91615,C,301,memo_91615
91616,name_91616,B,70,memo_91616
91617,name_91617,A,441,memo_91617
91618,name_91618,C,963,memo_91618
91619,name_91619,A,348,memo_91619
91620,name_91620,A,540,"this is memo, with comma 91620"
91621,name_91621,B,857,memo_91621
91622,name_91622,A,401,memo_91622
91623,name_91623,B,69,memo_91623
91624,name_91624,A,993,memo_91624
91625,name_91625,B,230,memo_91625
91626,name_91626,C,62,memo_91626
91627,name_91627,A,273,memo_91627
91628,name_91628,A,732,memo_91628
91629,name_91629,B,377,memo_91629
91630,name_91630,A,96,"this is memo, with comma 91630"
91631,name_91631,B,2,memo_91631
91632,name_91632,A,621,memo_91632
91633,name_91633,C,960,memo_91633
91634,name_91634,A,767,memo_91634
91635,name_91635,C,710,memo_91635
91636,name_91636,C,516,memo_91636
91637,name_91637,C,460,memo_91637
91638,name_91638,C,662,memo_91638
91639,name_91639,B,561,memo_91639
91640,name_91640,C,189,"this is memo, with comma 91640"
91641,name_91641,A,658,memo_91641
91642,name_91642,C,377,memo_91642
91643,name_91643,A,202,memo_91643
91644,name_91644,C,433,memo_91644
91645,name_91645,C,138,memo_91645
91646,name_91646,C,855,memo_91646
91647,name_91647,A,382,memo_91647
91648,name_91648,A,199,memo_91648
91649,name_91649,B,336,memo_91649
91650,name_91650,A,930,"this is memo, with comma 91650"
91651,name_91651,B,987,memo_91651
91652,name_91652,C,80,memo_91652
91653,name_91653,A,627,memo_91653
91654,name_91654,A,772,memo_91654
91655,name_91655,A,201,memo_91655
91656,name_91656,A,440,memo_91656
91657,name_91657,A,281,memo_91657
91658,name_91658,B,939,memo_91658
91659,name_91659,B,182,memo_91659
91660,name_91660,A,374,"this is memo, with comma 91660"
91661,name_91661,B,326,memo_91661
91662,name_91662,B,645,memo_91662
91663,name_91663,B,978,memo_91663
91664,name_91664,A,521,memo_91664
91665,name_91665,C,247,memo_91665
91666,name_91666,A,945,memo_91666
91667,name_91667,B,339,memo_91667
91668,name_91668,B,122,memo_91668
91669,name_91669,B,722,memo_91669
91670,name_91670,B,532,"this is memo, with comma 91670"
91671,name_91671,B,828,memo_91671
91672,name_91672,A,993,memo_91672
91673,name_91673,A,394,memo_91673
91674,name_91674,B,585,memo_91674
91675,name_91675,A,190,memo_91675
91676,name_91676,B,755,memo_91676
91677,name_91677,B,549,memo_91677
91678,name_91678,A,353,memo_91678
91679,name_91679,B,49,memo_91679
91680,name_91680,A,24,"this is memo, with comma 91680"
91681,name_91681,C,368,memo_91681
91682,name_91682,A,807,memo_91682
91683,name_91683,B,719,memo_91683
91684,name_91684,A,50,memo_91684
91685,name_91685,C,715,memo_91685
91686,name_91686,C,265,memo_91686
91687,name_91687,B,582,memo_91687
91688,name_91688,B,896,memo_91688
91689,name_91689,B,925,memo_91689
91690,name_91690,B,18,"this is memo, with comma 91690"
91691,name_91691,B,788,memo_91691
91692,name_91692,C,376,memo_91692
91693,name_91693,C,627,memo_91693
91694,name_91694,A,740,memo_91694
91695,name_91695,C,848,memo_91695
91696,name_91696,C,119,memo_91696
91697,name_91697,B,928,memo_91697
91698,name_91698,C,748,memo_91698
91699,name_91699,B,304,memo_91699
91700,name_91700,C,645,"this is memo, with comma 91700"
91701,name_91701,C,25,memo_91701
91702,name_91702,B,452,memo_91702
91703,name_91703,C,963,memo_91703
91704,name_91704,B,936,memo_91704
91705,name_91705,A,451,memo_91705
91706,name_91706,A,2,memo_91706
91707,name_91707,A,726,memo_91707
91708,name_91708,C,168,memo_91708
91709,name_91709,A,686,memo_91709
91710,name_91710,A,534,"this is memo, with comma 91710"
91711,name_91711,B,233,memo_91711
91712,name_91712,A,986,memo_91712
91713,name_91713,B,976,memo_91713
91714,name_91714,A,1,memo_91714
91715,name_91715,B,25,memo_91715
91716,name_91716,C,746,memo_91716
91717,name_91717,A,985,memo_91717
91718,name_91718,C,90,memo_91718
91719,name_91719,C,244,memo_91719
91720,name_91720,C,119,"this is memo, with comma 91720"
91721,name_91721,A,567,memo_91721
91722,name_91722,B,521,memo_91722
91723,name_91723,B,899,memo_91723
91724,name_91724,C,327,memo_91724
91725,name_91725,A,818,memo_91725
91726,name_91726,B,222,memo_91726
91727,name_91727,A,884,memo_91727
91728,name_91728,A,291,memo_91728
91729,name_91729,B,572,memo_91729
91730,name_91730,B,532,"this is memo, with comma 91730"
91731,name_91731,B,951,memo_91731
91732,name_91732,C,748,memo_91732
91733,name_91733,C,172,memo_91733
91734,name_91734,B,942,memo_91734
91735,name_91735,A,124,memo_91735
91736,name_91736,B,237,memo_91736
91737,name_91737,A,789,memo_91737
91738,name_91738,B,45,memo_91738
91739,name_91739,B,121,memo_91739
91740,name_91740,A,723,"this is memo, with comma 91740"
91741,name_91741,B,599,memo_91741
91742,name_91742,A,660,memo_91742
91743,name_91743,A,120,memo_91743
91744,name_91744,A,795,memo_91744
91745,name_91745,C,486,memo_91745
91746,name_91746,B,906,memo_91746
91747,name_91747,C,252,memo_91747
91748,name_91748,C,347,memo_91748
91749,name_91749,B,939,memo_91749
